date,city,min,max,precipitation
10/31,"Indianapolis, IN",41,60,0.1
11/1,"Indianapolis, IN",40,59,0.12
11/2,"Indianapolis, IN",40,59,0.11
11/3,"Indianapolis, IN",40,59,0.12
11/4,"Indianapolis, IN",39,58,0.11
11/5,"Indianapolis, IN",39,58,0.12
11/6,"Indianapolis, IN",39,57,0.12
11/7,"Indianapolis, IN",38,57,0.11
11/8,"Indianapolis, IN",38,56,0.12
11/9,"Indianapolis, IN",38,56,0.11
11/10,"Indianapolis, IN",37,55,0.11
11/11,"Indianapolis, IN",37,55,0.12
11/12,"Indianapolis, IN",37,54,0.12
11/13,"Indianapolis, IN",36,54,0.13
11/14,"Indianapolis, IN",36,53,0.14
11/15,"Indianapolis, IN",36,53,0.13
11/16,"Indianapolis, IN",35,52,0.13
11/17,"Indianapolis, IN",35,52,0.13
11/18,"Indianapolis, IN",34,51,0.14
11/19,"Indianapolis, IN",34,51,0.13
11/20,"Indianapolis, IN",33,50,0.13
11/21,"Indianapolis, IN",33,49,0.14
11/22,"Indianapolis, IN",33,49,0.13
11/23,"Indianapolis, IN",32,48,0.13
11/24,"Indianapolis, IN",32,48,0.13
11/25,"Indianapolis, IN",31,47,0.12
11/26,"Indianapolis, IN",31,47,0.12
11/27,"Indianapolis, IN",31,46,0.12
11/28,"Indianapolis, IN",30,46,0.12
11/29,"Indianapolis, IN",30,45,0.12
11/30,"Indianapolis, IN",29,45,0.12
12/1,"Indianapolis, IN",29,44,0.1
12/2,"Indianapolis, IN",29,44,0.11
12/3,"Indianapolis, IN",28,43,0.1
12/4,"Indianapolis, IN",28,43,0.1
12/5,"Indianapolis, IN",27,42,0.11
12/6,"Indianapolis, IN",27,42,0.1
12/7,"Indianapolis, IN",27,41,0.1
12/8,"Indianapolis, IN",26,41,0.11
12/9,"Indianapolis, IN",26,41,0.11
12/10,"Indianapolis, IN",26,40,0.1
12/11,"Indianapolis, IN",25,40,0.1
12/12,"Indianapolis, IN",25,40,0.1
12/13,"Indianapolis, IN",25,39,0.1
12/14,"Indianapolis, IN",25,39,0.09
12/15,"Indianapolis, IN",24,39,0.1
12/16,"Indianapolis, IN",24,38,0.1
12/17,"Indianapolis, IN",24,38,0.1
12/18,"Indianapolis, IN",24,38,0.09
12/19,"Indianapolis, IN",23,38,0.1
12/20,"Indianapolis, IN",23,37,0.1
12/21,"Indianapolis, IN",23,37,0.11
12/22,"Indianapolis, IN",23,37,0.11
12/23,"Indianapolis, IN",23,37,0.11
12/24,"Indianapolis, IN",22,37,0.1
12/25,"Indianapolis, IN",22,36,0.11
12/26,"Indianapolis, IN",22,36,0.11
12/27,"Indianapolis, IN",22,36,0.1
12/28,"Indianapolis, IN",22,36,0.1
12/29,"Indianapolis, IN",22,36,0.1
12/30,"Indianapolis, IN",21,36,0.1
12/31,"Indianapolis, IN",21,36,0.1
1/1,"Houston, TX",43,63,0.1
1/2,"Houston, TX",43,63,0.1
1/3,"Houston, TX",43,62,0.1
1/4,"Houston, TX",43,62,0.11
1/5,"Houston, TX",43,62,0.11
1/6,"Houston, TX",43,62,0.11
1/7,"Houston, TX",43,62,0.1
1/8,"Houston, TX",43,62,0.11
1/9,"Houston, TX",43,63,0.1
1/10,"Houston, TX",43,63,0.11
1/11,"Houston, TX",43,63,0.1
1/12,"Houston, TX",43,63,0.11
1/13,"Houston, TX",43,63,0.1
1/14,"Houston, TX",43,63,0.11
1/15,"Houston, TX",43,63,0.11
1/16,"Houston, TX",43,63,0.11
1/17,"Houston, TX",43,63,0.11
1/18,"Houston, TX",43,63,0.12
1/19,"Houston, TX",43,63,0.11
1/20,"Houston, TX",43,63,0.11
1/21,"Houston, TX",43,63,0.11
1/22,"Houston, TX",43,63,0.12
1/23,"Houston, TX",43,63,0.11
1/24,"Houston, TX",43,63,0.11
1/25,"Houston, TX",44,63,0.11
1/26,"Houston, TX",44,64,0.11
1/27,"Houston, TX",44,64,0.11
1/28,"Houston, TX",44,64,0.12
1/29,"Houston, TX",44,64,0.11
1/30,"Houston, TX",44,64,0.12
1/31,"Houston, TX",44,64,0.11
2/1,"Houston, TX",44,64,0.12
2/2,"Houston, TX",44,64,0.11
2/3,"Houston, TX",44,64,0.1
2/4,"Houston, TX",45,65,0.1
2/5,"Houston, TX",45,65,0.1
2/6,"Houston, TX",45,65,0.11
2/7,"Houston, TX",45,65,0.11
2/8,"Houston, TX",45,65,0.11
2/9,"Houston, TX",45,65,0.11
2/10,"Houston, TX",46,65,0.12
2/11,"Houston, TX",46,66,0.11
2/12,"Houston, TX",46,66,0.12
2/13,"Houston, TX",46,66,0.11
2/14,"Houston, TX",46,66,0.11
2/15,"Houston, TX",47,66,0.13
2/16,"Houston, TX",47,66,0.12
2/17,"Houston, TX",47,67,0.12
2/18,"Houston, TX",47,67,0.13
2/19,"Houston, TX",47,67,0.12
2/20,"Houston, TX",48,67,0.12
2/21,"Houston, TX",48,67,0.12
2/22,"Houston, TX",48,68,0.12
2/23,"Houston, TX",48,68,0.11
2/24,"Houston, TX",48,68,0.12
2/25,"Houston, TX",49,68,0.1
2/26,"Houston, TX",49,69,0.12
2/27,"Houston, TX",49,69,0.11
2/28,"Houston, TX",49,69,0.12
3/1,"Houston, TX",50,69,0.11
3/2,"Houston, TX",50,70,0.12
3/3,"Houston, TX",50,70,0.11
3/4,"Houston, TX",50,70,0.12
3/5,"Houston, TX",50,70,0.12
3/6,"Houston, TX",51,71,0.12
3/7,"Houston, TX",51,71,0.12
3/8,"Houston, TX",51,71,0.11
3/9,"Houston, TX",51,71,0.11
3/10,"Houston, TX",51,72,0.11
3/11,"Houston, TX",52,72,0.11
3/12,"Houston, TX",52,72,0.11
3/13,"Houston, TX",52,72,0.1
3/14,"Houston, TX",52,73,0.11
3/15,"Houston, TX",52,73,0.11
3/16,"Houston, TX",53,73,0.11
3/17,"Houston, TX",53,73,0.1
3/18,"Houston, TX",53,74,0.1
3/19,"Houston, TX",53,74,0.09
3/20,"Houston, TX",53,74,0.11
3/21,"Houston, TX",54,74,0.1
3/22,"Houston, TX",54,75,0.12
3/23,"Houston, TX",54,75,0.11
3/24,"Houston, TX",54,75,0.11
3/25,"Houston, TX",54,75,0.12
3/26,"Houston, TX",55,75,0.12
3/27,"Houston, TX",55,76,0.11
3/28,"Houston, TX",55,76,0.11
3/29,"Houston, TX",55,76,0.1
3/30,"Houston, TX",55,76,0.11
3/31,"Houston, TX",56,77,0.1
4/1,"Houston, TX",56,77,0.1
4/2,"Houston, TX",56,77,0.1
4/3,"Houston, TX",56,77,0.1
4/4,"Houston, TX",56,77,0.1
4/5,"Houston, TX",57,78,0.1
4/6,"Houston, TX",57,78,0.1
4/7,"Houston, TX",57,78,0.1
4/8,"Houston, TX",57,78,0.1
4/9,"Houston, TX",58,78,0.1
4/10,"Houston, TX",58,79,0.11
4/11,"Houston, TX",58,79,0.1
4/12,"Houston, TX",58,79,0.1
4/13,"Houston, TX",59,79,0.1
4/14,"Houston, TX",59,79,0.11
4/15,"Houston, TX",59,80,0.1
4/16,"Houston, TX",59,80,0.11
4/17,"Houston, TX",60,80,0.11
4/18,"Houston, TX",60,80,0.11
4/19,"Houston, TX",60,80,0.11
4/20,"Houston, TX",61,81,0.11
4/21,"Houston, TX",61,81,0.12
4/22,"Houston, TX",61,81,0.12
4/23,"Houston, TX",61,81,0.11
4/24,"Houston, TX",62,81,0.12
4/25,"Houston, TX",62,82,0.13
4/26,"Houston, TX",62,82,0.12
4/27,"Houston, TX",63,82,0.13
4/28,"Houston, TX",63,82,0.12
4/29,"Houston, TX",63,82,0.13
4/30,"Houston, TX",64,83,0.14
5/1,"Houston, TX",64,83,0.15
5/2,"Houston, TX",64,83,0.15
5/3,"Houston, TX",64,83,0.16
5/4,"Houston, TX",65,84,0.16
5/5,"Houston, TX",65,84,0.17
5/6,"Houston, TX",65,84,0.17
5/7,"Houston, TX",65,84,0.17
5/8,"Houston, TX",66,85,0.17
5/9,"Houston, TX",66,85,0.17
5/10,"Houston, TX",66,85,0.17
5/11,"Houston, TX",67,85,0.17
5/12,"Houston, TX",67,85,0.16
5/13,"Houston, TX",67,86,0.16
5/14,"Houston, TX",67,86,0.16
5/15,"Houston, TX",68,86,0.18
5/16,"Houston, TX",68,86,0.17
5/17,"Houston, TX",68,87,0.17
5/18,"Houston, TX",68,87,0.15
5/19,"Houston, TX",68,87,0.16
5/20,"Houston, TX",69,87,0.16
5/21,"Houston, TX",69,88,0.15
5/22,"Houston, TX",69,88,0.16
5/23,"Houston, TX",69,88,0.16
5/24,"Houston, TX",70,88,0.16
5/25,"Houston, TX",70,88,0.16
5/26,"Houston, TX",70,89,0.17
5/27,"Houston, TX",70,89,0.17
5/28,"Houston, TX",70,89,0.17
5/29,"Houston, TX",71,89,0.17
5/30,"Houston, TX",71,89,0.17
5/31,"Houston, TX",71,90,0.17
6/1,"Houston, TX",71,90,0.18
6/2,"Houston, TX",71,90,0.17
6/3,"Houston, TX",72,90,0.18
6/4,"Houston, TX",72,90,0.17
6/5,"Houston, TX",72,90,0.18
6/6,"Houston, TX",72,91,0.18
6/7,"Houston, TX",72,91,0.18
6/8,"Houston, TX",72,91,0.19
6/9,"Houston, TX",73,91,0.19
6/10,"Houston, TX",73,91,0.19
6/11,"Houston, TX",73,91,0.21
6/12,"Houston, TX",73,91,0.22
6/13,"Houston, TX",73,91,0.21
6/14,"Houston, TX",73,91,0.21
6/15,"Houston, TX",73,92,0.21
6/16,"Houston, TX",74,92,0.21
6/17,"Houston, TX",74,92,0.21
6/18,"Houston, TX",74,92,0.22
6/19,"Houston, TX",74,92,0.22
6/20,"Houston, TX",74,92,0.21
6/21,"Houston, TX",74,92,0.21
6/22,"Houston, TX",74,92,0.22
6/23,"Houston, TX",74,92,0.2
6/24,"Houston, TX",74,92,0.21
6/25,"Houston, TX",75,92,0.2
6/26,"Houston, TX",75,92,0.19
6/27,"Houston, TX",75,92,0.19
6/28,"Houston, TX",75,93,0.19
6/29,"Houston, TX",75,93,0.19
6/30,"Houston, TX",75,93,0.19
7/1,"Houston, TX",75,93,0.16
7/2,"Houston, TX",75,93,0.16
7/3,"Houston, TX",75,93,0.16
7/4,"Houston, TX",75,93,0.15
7/5,"Houston, TX",75,93,0.16
7/6,"Houston, TX",75,93,0.15
7/7,"Houston, TX",75,93,0.15
7/8,"Houston, TX",75,93,0.15
7/9,"Houston, TX",75,93,0.14
7/10,"Houston, TX",75,93,0.14
7/11,"Houston, TX",75,93,0.13
7/12,"Houston, TX",75,93,0.12
7/13,"Houston, TX",75,94,0.13
7/14,"Houston, TX",75,94,0.12
7/15,"Houston, TX",75,94,0.12
7/16,"Houston, TX",75,94,0.12
7/17,"Houston, TX",75,94,0.1
7/18,"Houston, TX",75,94,0.11
7/19,"Houston, TX",75,94,0.11
7/20,"Houston, TX",75,94,0.11
7/21,"Houston, TX",75,94,0.1
7/22,"Houston, TX",75,94,0.1
7/23,"Houston, TX",75,94,0.11
7/24,"Houston, TX",75,94,0.1
7/25,"Houston, TX",75,94,0.1
7/26,"Houston, TX",75,94,0.11
7/27,"Houston, TX",75,95,0.1
7/28,"Houston, TX",75,95,0.1
7/29,"Houston, TX",75,95,0.1
7/30,"Houston, TX",75,95,0.09
7/31,"Houston, TX",75,95,0.09
8/1,"Houston, TX",75,95,0.1
8/2,"Houston, TX",75,95,0.1
8/3,"Houston, TX",75,95,0.1
8/4,"Houston, TX",75,95,0.11
8/5,"Houston, TX",75,95,0.1
8/6,"Houston, TX",75,95,0.11
8/7,"Houston, TX",75,95,0.11
8/8,"Houston, TX",75,95,0.1
8/9,"Houston, TX",75,95,0.11
8/10,"Houston, TX",75,95,0.11
8/11,"Houston, TX",75,95,0.1
8/12,"Houston, TX",75,95,0.11
8/13,"Houston, TX",75,95,0.11
8/14,"Houston, TX",75,95,0.11
8/15,"Houston, TX",75,95,0.11
8/16,"Houston, TX",75,95,0.12
8/17,"Houston, TX",75,95,0.12
8/18,"Houston, TX",75,95,0.13
8/19,"Houston, TX",75,95,0.13
8/20,"Houston, TX",75,95,0.13
8/21,"Houston, TX",75,94,0.13
8/22,"Houston, TX",75,94,0.13
8/23,"Houston, TX",75,94,0.13
8/24,"Houston, TX",75,94,0.14
8/25,"Houston, TX",75,94,0.13
8/26,"Houston, TX",74,94,0.14
8/27,"Houston, TX",74,94,0.14
8/28,"Houston, TX",74,94,0.14
8/29,"Houston, TX",74,93,0.15
8/30,"Houston, TX",74,93,0.15
8/31,"Houston, TX",74,93,0.16
9/1,"Houston, TX",74,93,0.15
9/2,"Houston, TX",73,93,0.14
9/3,"Houston, TX",73,93,0.14
9/4,"Houston, TX",73,92,0.14
9/5,"Houston, TX",73,92,0.14
9/6,"Houston, TX",73,92,0.14
9/7,"Houston, TX",72,92,0.15
9/8,"Houston, TX",72,92,0.15
9/9,"Houston, TX",72,91,0.15
9/10,"Houston, TX",72,91,0.16
9/11,"Houston, TX",71,91,0.15
9/12,"Houston, TX",71,91,0.15
9/13,"Houston, TX",71,90,0.15
9/14,"Houston, TX",70,90,0.15
9/15,"Houston, TX",70,90,0.14
9/16,"Houston, TX",70,90,0.13
9/17,"Houston, TX",70,89,0.13
9/18,"Houston, TX",69,89,0.13
9/19,"Houston, TX",69,89,0.12
9/20,"Houston, TX",69,89,0.13
9/21,"Houston, TX",68,88,0.13
9/22,"Houston, TX",68,88,0.12
9/23,"Houston, TX",68,88,0.13
9/24,"Houston, TX",67,88,0.13
9/25,"Houston, TX",67,87,0.13
9/26,"Houston, TX",67,87,0.13
9/27,"Houston, TX",66,87,0.13
9/28,"Houston, TX",66,87,0.13
9/29,"Houston, TX",66,86,0.12
9/30,"Houston, TX",65,86,0.13
10/1,"Houston, TX",65,86,0.15
10/2,"Houston, TX",65,86,0.16
10/3,"Houston, TX",65,85,0.17
10/4,"Houston, TX",64,85,0.17
10/5,"Houston, TX",64,85,0.17
10/6,"Houston, TX",64,85,0.17
10/7,"Houston, TX",63,84,0.17
10/8,"Houston, TX",63,84,0.17
10/9,"Houston, TX",63,84,0.17
10/10,"Houston, TX",63,84,0.17
10/11,"Houston, TX",62,83,0.18
10/12,"Houston, TX",62,83,0.18
10/13,"Houston, TX",62,83,0.18
10/14,"Houston, TX",61,83,0.19
10/15,"Houston, TX",61,82,0.2
10/16,"Houston, TX",61,82,0.21
10/17,"Houston, TX",61,82,0.2
10/18,"Houston, TX",60,82,0.21
10/19,"Houston, TX",60,81,0.21
10/20,"Houston, TX",60,81,0.2
10/21,"Houston, TX",60,81,0.21
10/22,"Houston, TX",59,80,0.2
10/23,"Houston, TX",59,80,0.2
10/24,"Houston, TX",59,80,0.19
10/25,"Houston, TX",59,80,0.2
10/26,"Houston, TX",58,79,0.2
10/27,"Houston, TX",58,79,0.18
10/28,"Houston, TX",58,79,0.18
10/29,"Houston, TX",57,78,0.18
10/30,"Houston, TX",57,78,0.17
10/31,"Houston, TX",57,78,0.16
11/1,"Houston, TX",57,77,0.15
11/2,"Houston, TX",56,77,0.14
11/3,"Houston, TX",56,77,0.15
11/4,"Houston, TX",56,76,0.16
11/5,"Houston, TX",55,76,0.16
11/6,"Houston, TX",55,76,0.15
11/7,"Houston, TX",55,75,0.15
11/8,"Houston, TX",55,75,0.15
11/9,"Houston, TX",54,75,0.15
11/10,"Houston, TX",54,74,0.15
11/11,"Houston, TX",54,74,0.16
11/12,"Houston, TX",53,74,0.15
11/13,"Houston, TX",53,73,0.14
11/14,"Houston, TX",53,73,0.15
11/15,"Houston, TX",52,73,0.14
11/16,"Houston, TX",52,72,0.14
11/17,"Houston, TX",52,72,0.14
11/18,"Houston, TX",51,72,0.14
11/19,"Houston, TX",51,71,0.14
11/20,"Houston, TX",51,71,0.13
11/21,"Houston, TX",50,71,0.14
11/22,"Houston, TX",50,70,0.13
11/23,"Houston, TX",50,70,0.14
11/24,"Houston, TX",49,70,0.13
11/25,"Houston, TX",49,69,0.14
11/26,"Houston, TX",49,69,0.14
11/27,"Houston, TX",49,69,0.14
11/28,"Houston, TX",48,68,0.14
11/29,"Houston, TX",48,68,0.15
11/30,"Houston, TX",48,68,0.15
12/1,"Houston, TX",47,67,0.15
12/2,"Houston, TX",47,67,0.13
12/3,"Houston, TX",47,67,0.14
12/4,"Houston, TX",47,67,0.13
12/5,"Houston, TX",46,66,0.13
12/6,"Houston, TX",46,66,0.13
12/7,"Houston, TX",46,66,0.13
12/8,"Houston, TX",46,66,0.13
12/9,"Houston, TX",45,65,0.13
12/10,"Houston, TX",45,65,0.12
12/11,"Houston, TX",45,65,0.12
12/12,"Houston, TX",45,65,0.13
12/13,"Houston, TX",45,65,0.12
12/14,"Houston, TX",45,64,0.12
12/15,"Houston, TX",44,64,0.12
12/16,"Houston, TX",44,64,0.12
12/17,"Houston, TX",44,64,0.12
12/18,"Houston, TX",44,64,0.11
12/19,"Houston, TX",44,64,0.12
12/20,"Houston, TX",44,63,0.12
12/21,"Houston, TX",44,63,0.12
12/22,"Houston, TX",44,63,0.11
12/23,"Houston, TX",44,63,0.13
12/24,"Houston, TX",43,63,0.11
12/25,"Houston, TX",43,63,0.12
12/26,"Houston, TX",43,63,0.11
12/27,"Houston, TX",43,63,0.11
12/28,"Houston, TX",43,63,0.11
12/29,"Houston, TX",43,63,0.1
12/30,"Houston, TX",43,63,0.1
12/31,"Houston, TX",43,63,0.1
